,text,agg,conds
23953,what is italy's unwto region,0,1
23954,what is china's  international tourism expenditure (2011),0,1
23955,what was the format for the 4 disc season that had less than 22 episodes and n/a for region 4,0,3
23956,"what is the lowest top-25 for the open championship, with a top-10 larger than 3",2,2
23957,"what is the highest top-5 when the tournament is the open championship, with a top-25 less than 9",1,2
23958,"what is the average top-25 that has a top-10 less than 7, and the tournament is the open championship, with a top-5more than 1",5,3
23959,"what is the total number of top-5 when the top-25 is 6, and a cuts made are less than 12",3,2
23960,which date had a home team of the wizards,0,1
23961,"what was the latest week with a date of november 12, 1967 and less than 34,761 in attendance",1,2
23962,what is the date for the game with an opponent of the houston oilers from before week 3,0,2
23963,what is the total for new york's game,4,1
23964,what round was a player from indiana picked,0,1
23965,how many losses had a total of 17 and more than 10 wins,3,2
23966,what is the win percentage when there's more than 16 totals and less than 7 losses,0,2
23967,what is the smallest no result when the year was 2012 and there were more than 10 wins,2,2
23968,what is the name on the socialist ticket when the democratic ticket is george k. shuler,0,1
23969,what is the name on the democratic ticket when the workers ticket is franklin p. brill,0,1
23970,what is the name on the democratic ticket when the workers ticket is james p. cannon,0,1
23971,what is the office when the republican ticket shows seymour lowman,0,1
23972,what is the name on the republican ticket when the socialist ticket was louis waldman,0,1
23973,what is the name on the republican ticket when the workers ticket is edward lindgren,0,1
23974,who's the democratic ticket with a socialist labor ticket of belle j. rosen,0,1
23975,who's the socialist labor ticket with a republican ticket of cuthbert w. pound,0,1
23976,which office has a republican ticket of daniel h. conway,0,1
23977,"who's the socialist ticket with a law preservation ticket of (none), and a socialist labor ticket of belle j. rosen",0,2
23978,which office has a democratic ticket of herbert h. lehman,0,1
23979,who's the socialist ticket with a socialist labor ticket of charles m. carlson,0,1
23980,"which bowl game has a season greater than 2008, with new orleans, louisiana as the location",0,2
23981,what result has 1947 sun bowl as the bowl game,0,1
23982,what result has texas longhorns as the opponent,0,1
23983,"what location has 51,212 as the attendance",0,1
23984,who was the 3rd place team in the season in which real madrid finished 2nd,0,1
23985,which season had a 3rd place of cska moscow and 1st place of panathinaikos,0,2
23986,who preforms at 2:00pm on monday,0,1
23987,who preforms at 3:00pm on tuesday,0,1
23988,who preforms at 5:55pm on monday,0,1
23989,which pictorials is on 5-01,0,1
23990,"which cover model has a pictorials of brande roderick-pmoy, naked news",0,1
23991,which cover model has a centerfold model of jennifer walcott,0,1
23992,which over model has a 20 questions of edward burns,0,1
23993,which centerfold model has a cover model of irina voronina,0,1
23994,which centerfold model has a date of 3-01,0,1
23995,what is the score on 15 aug with a 17:30 time,0,2
23996,what is the total number of round values that had opponents named paul sutherland,3,1
23997,which opponent led to a record of 10-6,0,1
23998,which method led to a record of 9-4,0,1
23999,what song had an index of m6,0,1
24000,for which song was the score 6.5 + 6.0 + 6.0 + 5.5 = 24.0,0,1
24001,"when the played number is less than 8 and against is 23, what is the least amount of points",2,2
24002,"when the corinthians have a position of less than 5, what is the average against",5,2
24003,what position has less than 6 points,3,1
24004,what is the number of against when the difference is 10 and played is greater than 8,3,2
24005,"what was the stake president when the organized date is april 18, 1965",0,1
24006,what is the organized section when the stake president was henry john platt,0,1
24007,what is the name of the award given for the category mercury prize,0,1
24008,how many years has the mercury prize award been given,3,1
24009,for how many years has the mercury prize been awarded,3,1
24010,"in what year, prior to 2009, was the mercury prize awarded",0,2
24011,"what is the lowest points when against is 50, and there are less than 20 played",2,2
24012,what is the average position with less than 57 against and the team is juventus,5,2
24013,"what is the highest position when the against is less than 41, and lost is more than 7",1,2
24014,what is the average lost when there are 57 against,5,1
24015,"what is the lowest lost for são paulo railway, points more than 21",2,2
24016,what unit is in mongolia,0,1
24017,what unit is in argentina,0,1
24018,what name is located in china,0,1
24019,what unit is located in china and has zhou zhang as an author,0,2
24020,what kind of  manufacturer has a laps smaller than 20 and a grid of 21,0,2
24021,"which airline has a fleet size larger than 17, and a iata of pr",0,2
24022,which icao has a fleet size of 2,0,1
24023,"what is the of fleet size with a iata of pr, and a commenced operations smaller than 1941",4,2
24024,which icao has a commenced operations larger than 2011,0,1
24025,what is the status with an author that is woodruff,0,1
24026,what is the highest pick # when the cfl team is the toronto argonauts,1,1
24027,what is the cfl team with #48 as the pick number,0,1
24028,"what is the college with a position of db, and the cfl team was winnipeg blue bombers",0,2
24029,what is the cfl team with will grant,0,1
24030,what is the latest year of a gratitude type mission with 99 in the entourage,1,2
24031,who was the lead envoy of the mission with the ryūkyūan king shō eki,0,1
24032,who was the lead envoy of the congratulation mission in 1718 with the ryūkyūan king shō kei,0,3
24033,who was the lead envoy with the ryūkyūan king shō kō,0,1
24034,"on 10/20/1979*, who was the opponent",0,1
24035,what is the average attendance at a game with a result of w 30-23,5,1
24036,what is the lowest attendance at a game with the result of w 25-17,2,1
24037,"what is score, when leading scorer is tyrone hill , 20 points",0,1
24038,"what is home, when score is 103-93",0,1
24039,"what is attendance, when home is cleveland, and when date is january 30",0,2
24040,"what is leading scorer, when attendance is gund arena 20,562, and when record is 20-10",0,2
24041,"what is score, when date is january 12",0,1
24042,"what is score, when attendance is gund arena 20,562, and when date is january 27",0,2
24043,"what is the sum of top-10(s), when cuts made is less than 10, and when top-5 is less than 0",4,2
24044,"what is the lowest top-25, when events is 10, and when wins is greater than 0",2,2
24045,"what is the lowest top-5, when top-25 is less than 4, and when cuts made is less than 7",2,2
24046,what is the height of junior meghan austin,0,2
24047,what is martina wood's position,0,1
24048,"what is the name of the player from charlotte, nc",0,1
24049,what is 6-2 martina wood's position,0,2
24050,"what is the position of the player from temple hills, md",0,1
24051,"what is the name of the junior from fayetteville, nc",0,2
24052,what rank has jo angel (wa) as the player,0,1
24053,what average has 1 as rhe rank,0,1
24054,what rank has andy bichel (qld) as the player,0,1
24055,what is the average that has 2 for the rank,0,1
24056,what playee has 24.21 as the average,0,1
24057,what is the average that has 441 as wicket,0,1
24058,what was the year elected of republican incumbent dave reichert,0,2
24059,what were the results in the washington 2 district,0,1
24060,what is the 2008 candidates elected before 1994 with incumbent jim mcdermott,0,2
24061,who is the incumbent with results of 68% 32%,0,1
24062,what district had republican incumbent cathy mcmorris,0,2
24063,what was italy's highest total when there were less than 4 bronze and 1 gold,1,3
24064,how many totals had more than 4 bronze,4,1
24065,what was austria's lowest total when the gold was more than 3,2,2
24066,what are the years won when the to par is +5,0,1
24067,what is the average total for tiger woods,5,1
24068,which country had a total of 295,0,1
24069,what is the finish when the to par is +18,0,1
24070,how many total no results occured when the team had less than 46 wins and more than 16 matches,4,2
24071,"when the team had more than 46 wins, what were the average losses",5,1
24072,how many total no results are recorded for less than 6 wins,3,1
24073,what interview subject was on a date that is 11-92,0,1
24074,what is the lowest game number with aris thessaloniki with points smaller than 120,2,2
24075,what is the game average that has a rank larger than 2 with team olympiacos and points larger than 113,5,3
24076,which result was there when the opponents were the buffalo bills,0,1
24077,what was the purse ($) total for iowa,3,1
24078,when did the score of 195 (-21) happen,0,1
24079,when did scott hoch (2) win,0,1
24080,"what team placed second during the season where western australia placed fifth, south australia placed sixth, and tasmania placed fourth",0,3
24081,what team placed sixth during the season where western australia placed fourth and tasmania placed first,0,2
24082,what team placed sixth during the season where tasmania placed second and western australia placed fourth,0,2
24083,"what team placed fifth during the season where victoria placed second, tasmania placed first, and south australia placed sixth",0,3
24084,what is the smallest number of losses for a position greater than 2 with 4 points and more than 2 draws,2,3
24085,how many points occurred with a difference of 2 for position less than 4,3,2
24086,what is the highest number of points for a position less than 3 and less than 1 loss,1,2
24087,"which date's attendance was more than 39,058 with an opponent of motherwell",0,2
24088,"in the round that had a 2nd leg score of 0-2, what did they score for the 1st leg",0,1
24089,"when estudiantes was team #2, what was their agg. value",0,1
24090,who played against tsv bayer 04 leverkusen when they were team #1,0,1
24091,who played against hapoel tel aviv when they were team #1,0,1
24092,what is the division in the western conference that finished 2nd in their division under rick adelman,0,3
24093,what is the 2013 bafa adult flag division in aylesbury,0,1
24094,what is the 2013 bafa junior division with a 2013 bafa adult division in national central in the birkenhead location,0,2
24095,records from kontor records from the catalog of kontor446 was released in what format,0,2
24096,what date was the release that was wrongun as the label,0,1
24097,catalog nebdj068 was released when,0,1
24098,"in what format was the release from the nebt068 catalog on april 11, 2005 in",0,2
24099,what region has the date of 2005 and playground music scandinavia as a label,0,2
24100,what is the result with a venue that is filbert street,0,1
24101,when did the texans play bye,0,1
24102,"who did the texans play when there were 70,724 people in attendance",0,1
24103,who has the status of jr synonym of protosialis casca,0,1
24104,which writer is named mongolbittacus,0,1
24105,what is the score of the game that had 359 people in attendance,0,1
24106,what is the home team of the game that ended with a score of 0-1,0,1
24107,how many people attended match no. 31,0,1
24108,who is the home team for match no. 23,0,1
24109,"what is the score of the game with 1,125 people in attendance",0,1
24110,"what is the country with a launched that is april 3, 1990",0,1
24111,what is the launched from a country that is spain,0,1
24112,what is the lowest order with a minister that is joe hockey,2,1
24113,"which years in orlando has a nationality of united states, and a player of doug overton",0,2
24114,"which years in orlando has a nationality of united states, a position of center, and a player of jawann oldham",0,3
24115,which years in orlando has a player of bo outlaw,0,1
24116,which years in orlando has a school/club team of seattle,0,1
24117,"which nationality has a position of center, and a years in orlando of 2010–2012",0,2
24118,which nationality has a school/club team of seattle,0,1
24119,when did they play at candlestick park,0,1
24120,what is the average number of top-10s for events under 57 and 0 top-5s,5,2
24121,what is the average number of top-10s for events with more than 12 cuts made and 0 wins,5,2
24122,what is the average number of top-25s for events with less than 2 top-10s,5,1
24123,"which works number has a builder of canadian engine & machinery company, and a number smaller than 3",0,2
24124,"which works number has a builder of avonside engine company, and a type of 4-6-0, and a number smaller than 12, and a date of december 1871",0,4
24125,"which type has a builder of avonside engine company, and a number of 9",0,2
24126,"which date has a type of 4-6-0, and a number larger than 11",0,2
24127,which builder has a date of early 1871,0,1
24128,what ist he home with a score that is 42-64,0,1
24129,what is the home with a time that is 12:00,0,1
24130,what is the ground with a score that is 49-80,0,1
24131,what's the smallest march when the record is 22-12-6,2,1
24132,which record's march was 26,0,1
24133,what is the lost with a losing bonus that is 4,0,1
24134,what is the points with a tries for that is 21,0,1
24135,what is the lost with a try bonus that is try bonus,0,1
24136,"what is the highest total for the rank 12, and gold less than 0",1,2
24137,"what is the total number of total when the silver is less than 2, and a bronze is less than 0",3,2
24138,what is the nickname of the team that has the colors blue and gold,0,1
24139,what is the nickname of the team that has the colors black and gold,0,1
24140,what is the nickname of the team in division 2,0,1
24141,what is the class of the middletown high school team that is in the dsha league,0,2
24142,what school is the team from that has the colors blue and gold,0,1
24143,"what are the colors for the division 2 team with the nickname, the seahawks",0,2
24144,"who's the centerfold model with a pictorials of adrianne curry, girls of tuscany",0,1
24145,which date has a 20 questions of jason lee,0,1
24146,which interview subject has a pictorials of vida guerra,0,1
24147,"which date has a pictorials of mercedes mcnab, girls of hawaiian tropic",0,1
24148,which pictorials has a 20 questions of eva longoria,0,1
24149,which interview subject has a centerfold model of athena lundberg,0,1
24150,what is the total number of votes from the labour party,3,1
24151,"which party has less than 11,484 votes",0,1
24152,how many numbers had brandon dean as a name,4,1
24153,what is the singular for the meaning of night,0,1
24154,what is the plural for the meaning of night,0,1
24155,what is the plural if the singular is nyaqot,0,1
24156,what is the plural if the meaning is python and the plural gender is n,0,2
24157,what is the plural if the singular is awu,0,1
24158,what is the singular if the plural is xweer(a)du,0,1
24159,what is the total againsts for the sant'anna team with a position number greater than 10,3,2
24160,"what is the total number of games played with 3 losses, 1 or more drawns and 10 or fewer points",4,3
24161,what is the average lost of games played of more than 9,5,1
24162,what is the lowest number of bronze medals for great britain with more than 2 medals total,2,2
24163,what is the lowest wins the club with a position of 4 and less than 4 losses has,2,2
24164,"what is the sum of the points of club nevėžis-2 kėdainiai, which has more than 35 goals conceded",4,2
24165,what is the total number of games played of the team with 4 wins and a position less than 9,3,2
24166,what is the highest number of wins of the team with a position less than 1,1,1
24167,"what is the total losses against 1412, and 10 wins, but draws less than 0",4,3
24168,what is the highest draw against 2161,1,1
24169,"what is the total number of losses against 1412, and byes less than 2",3,2
24170,what is the lowest wins with less than 2 byes,2,1
24171,what is the highest score with 0 wins and more than 2 byes,1,2
24172,what is the sum of wins against the smaller score 1148,4,1
24173,"who had a rank larger than 7, less than 305 goals, and 418 matches",0,3
24174,how many goals ranked 6,3,1
24175,how many matches had 360 goals,0,1
24176,what is the nominee from the category that is best costume design,0,1
24177,"which total has a bronze larger than 12, and a silver larger than 772, and a country of thailand",4,3
24178,"which gold has a total of 2998, and a bronze smaller than 1191",5,2
24179,"which bronze has a country of malaysia, and a total smaller than 2644",4,2
24180,"which silver has a bronze smaller than 618, and a country of laos",0,2
24181,what is the score with a team that is @ portland,0,1
24182,what is the high points with a date that is january 20,0,1
24183,who was the home team that the clippers played,0,1
24184,what's the record of the game where lebron james (16) was the leading scorer,0,1
24185,"when the venue was a and the date was 2 january 2008, what was the average attendance",5,2
24186,"on 10 november 2007, what was the venue",0,1
24187,"on what date was the opponent ayr united, the result 1–0, and the attendance more than 668",0,3
24188,"when the opponent was brechin city and the attendance was 656, what was the result",0,2
24189,"on 1 september 2007, at the venue a, what was the average attendance",5,2
24190,"which score has a country of england, and a year larger than 1971",0,2
24191,what is scotland's winner,0,1
24192,what time was the game in week 2,0,1
24193,"what was the score of the game on september 14, 2008",0,1
24194,"what was the final score of the game on november 23, 2008",0,1
24195,which species has a voges-proskauer reading of negative and an indole reading of negative,0,2
24196,what is the voges-proskauer reading for proteus mirabilis,0,1
24197,what is the methyl red reading for the species that tests positive for indole,0,1
24198,what is the methyl red reading for proteus mirabilis,0,1
24199,what is the highest silver medals for russia with more than 5 bronze medals,1,2
24200,what package/option has sky arte hd as the television service,0,1
24201,"what language has no, as the hdtv, sky famiglia as the package/option, and national geographic channel as the television service",0,3
24202,what language has sky famiglia as the package/option,0,1
24203,what language has viaggi as the content,0,1
24204,"what television service has italian as the language, and sky famiglia as the package option",0,2
24205,"what package/option has documentaries as the content, yes as the hdtv, and a television service of history hd",0,3
24206,what was the resolution for the match that ended by submission (armbar),0,1
24207,what was the total time for the match that ocurred in round 3 with opponent keith wisniewski,0,2
24208,where did the match with opponent laverne clark occur,0,1
24209,what is the diameter (mi) when the longitude is 79.8° e,0,1
24210,"what is the latitude when the diameter (km) is 13km, and the longitude is 72.9° e",0,2
24211,what shows for the longitude when there is a diameter (km) of 31km,0,1
24212,what shows for the diameter (mi) when the gill is g,0,1
24213,"what shows for the diameter (km) when the diameter (mi) is 8mi, and a gill is e",0,2
24214,what shows as the diameter (km) when the diameter (mi) is 5mi,0,1
24215,what was the lowest squad with 0 goals,2,1
24216,what is the number for overall for angelo craig,3,1
24217,what is the round when there is an overall of 246,0,1
24218,what is the lowest overall for the wide receiver in a round less than 2,2,2
24219,what is the player from appalachian state,0,1
24220,what is the production cost with a date that is february 2000,0,1
24221,what is the singapore gross with a title that is 2000,0,1
24222,what is the singapore gross with a producer that is 2000,0,1
24223,"what is average height, when weight is less than 93, when spike is less than 336, and when block is 305",5,3
24224,"what is name, when block is 320, when spike is more than 336, and when date of birth is 12.10.1978",0,3
24225,"what is the total number of block(s), when spike is less than 341, when weight is greater than 82, and when name is theodoros baev",3,3
24226,"what is name, when spike is greater than 343, and when date of birth is 02.03.1973",0,2
24227,what was the date of the paco rabanne open de france,0,1
24228,on which date did ian mosey finish runner-up,0,1
24229,what set 2 has a set 4 of 21-25,0,1
24230,what was the score when set 3 was 26-28,0,1
24231,when was set 3 of 18-25,0,1
24232,who was the away captain with a result of eng by 1 wkt,0,1
24233,on what date was the result eng by 1 wkt,0,1
24234,on what date was arthur jones the away captain at sydney cricket ground,0,2
24235,what was the birthplace of the player who was part of the blind river hockey club team between 1963-1964,0,1
24236,what is the highest place for song that was draw number 6,1,1
24237,"what was the result of the game on november 6, 1988",0,1
24238,what was the date of the game against the los angeles rams,0,1
24239,what is the total with a 25-19 set 2 on jun 17,0,2
24240,what is the set 4 with a 2-3 score,0,1
24241,what is the set 5 with a 19-25 set 1,0,1
24242,what is the set 1 with a 28-30 set 4,0,1
24243,what is the result when there's less than 2 goals,0,1
24244,what is the score when there are less than 2 goals,0,1
24245,"what is the position of the player born on may 13, 1983 who played for the los angeles kings during 2009-2010",0,2
24246,what is the birthplace of the player who played for the calgary flames between 2009-2010 and wears a jersey number greater than 23,0,2
24247,"how many points on average had a position smaller than 8, 16 plays, and a lost larger than 9",5,3
24248,"what's the highest total when women's wheelchair was 2, men's wheelchair was smaller than 1, and women's race was larger than 0",1,3
24249,what's the average men's wheelchair when women's wheelchair is less than 0,5,1
24250,"when the country is mexico, women's race is less than 0, and men's race is more than 0, what's the average total",5,3
24251,"what's the sum of men's race when women's race is less than 1, women's wheelchair is 1, men's wheelchair is more than 3 and the total is more than 3",4,4
24252,"what's the average women's wheelchair when men's race is 0, women's race is 1, and men's wheelchair is less than 2",5,3
24253,what was the lowest attendance when the opponent was maryland,2,1
24254,which network has a local name of moj tata je bolji od tvog tate,0,1
24255,which country has a network of channel 1,0,1
24256,which country has a network of nelonen,0,1
24257,which local name has a network of nova tv,0,1
24258,which local name has a network of tvn,0,1
24259,which country has a host of miguel esteban,0,1
24260,"can you tell me the lowest chapter that has the pinyin of dehua, and the articles smaller than 16",2,2
24261,can you tell me the average chapter that has articles smaller than 15,5,1
24262,"can you tell me the chinese that has the chapter larger than 4, and the english translation of food transformations",0,2
24263,can you tell me the english translation that has the articles of 24,0,1
24264,what shows for icao when the iata is sin,0,1
24265,"what is the iata when france was the country, and the icao was lfrn",0,2
24266,"what is the airport when france was the country, and montpellier was the city",0,2
24267,what is the icao for luqa airport,0,1
24268,what is the airport for new york city,0,1
24269,what is the country when the iata was osl,0,1
24270,"which division has a year larger than 1996,a regular season of 4th, and a playoffs of final",0,3
24271,"which league that has a open cup of 1st round, and a year of 2009",0,2
24272,"which playoffs has a division of 2 and a regular season of 4th, southeast",0,2
24273,"what are the least amount of points that have points for greater than 438, and points against greater than 943",2,2
24274,"what are the highest losses that have points agaisnt less than 956, high park demons as the club, and points less than 16",1,3
24275,"what club has losses greater than 1, 4 for the wins, with points against less than 894",0,3
24276,"how many losses have points against greater than 592, with high park demons as the club, and points for greater than 631",3,3
24277,"what losses have points for less than 1175, wins greater than 2, points against greater than 894, and 24 as the points",0,4
24278,what's the smallest track written by dennis linde that's 2:50 minutes long,2,2
24279,how long is the song titled burning love,0,1
24280,when was the song titled if you talk in your sleep released,0,1
24281,what is the city that is located in california when the year is greater than 2009,0,2
24282,what is the host in a year greater than 1989 and when the venue is the staples center located in california,0,3
24283,"what is the venue in 2011, when the state is california",0,2
24284,what is the wards/branches of the fort smith arkansas stake,0,1
24285,what stake has realtor for american equity realty as their occupation,0,1
24286,what is the organized date of the stake with an occupation of senior buyer for wal-mart,0,1
24287,what is the sum of the wards/branches in arkansas of the north little rock arkansas stake,4,1
24288,what stake has 16 wards/branches in arkansas,0,1
24289,"what is stable, when current rank is f1 jūryō 14 west",0,1
24290,"what is ring name, when current rank is e0 maegashira 9 west",0,1
24291,"what is birthplace, when ring name is masunoyama tomoharu",0,1
24292,"what is current rank, when ring name is tamaasuka daisuke",0,1
24293,"what is ring name, when stable is kasugano, and when birthplace is z mtskheta , georgia",0,2
24294,"what is current rank, when ring name is kimurayama mamoru",0,1
24295,who was the interview subject on the date when there were pictorials of christie brinkley,0,1
24296,"in the issue in which the interview subject was jesse jackson, who were there pictorials of",0,1
24297,who was the centerfold model in the issue in which the interview subject was paul simon,0,1
24298,who was the centerfold model in the issue in which the interview subject was josé napoleón duarte,0,1
24299,who was the cover model in the issue in which the interview subject was joan collins,0,1
24300,which date has a round more than 9,0,1
24301,who is the driver that one for the winning tpc team qi-meritus that has a round more than 8,0,2
24302,what is the time of 12 december 2009 with record start,0,2
24303,what is elizabeth yarnold's nation,0,1
24304,what country is the jiufotang formation located in,0,1
24305,which author is located in mexico,0,1
24306,where is wang li duan cheng located,0,1
24307,what is the status of the pterosaur named cathayopterus,0,1
24308,which years in orlando has a school/club team of texas tech,0,1
24309,"which nationality has a player of keith bogans, and a years in orlando of 2006–2009",0,2
24310,what is pat burke's nationality,0,1
24311,which school/club team has a player of michael bradley,0,1
24312,which years in orlando has a school/club team of kentucky,0,1
24313,which school/club team has a player of jud buechler,0,1
24314,what is the position for years under 1999,0,1
24315,what is the average year for team oreca,5,1
24316,which team had a class position of 5th,0,1
24317,what is the class having a year under 2010 and a class position of 5th,0,2
24318,"which position has an against larger than 17, and a team of juventus, and a drawn smaller than 4",2,3
24319,which lost has an against of 49 and a played smaller than 20,3,2
24320,"in which championship had a previous champion of ""defeated justin corino in tournament final""",0,1
24321,which location had previous champions of mike webb and nick fahrenheit,0,1
24322,"who were the previous champions from the event won on may 1, 2010",0,1
24323,"who is the current champion for the event in beverly, ma, with previous champions of mike webb and nick fahrenheit",0,2
24324,who is the current champion in the necw heavyweight championship,0,1
24325,which location held the iron 8 championship tournament,0,1
24326,what is the capacity of 3500v volts,0,1
24327,how many volts has an energy-to-weight ratio of 54 kj/kg to 2.0v,0,1
24328,what is the capacity with 2.7v volts and a power-to-weight ratio of 5.44 w/kg c/1 (1.875a),0,2
24329,"which season led to a position of 13, and a head coach of protasov lyutyi talalayev balakhnin baidachny",0,2
24330,"which week had the highest attendance with 58,701",1,1
24331,what was the score of the game against the san diego chargers,4,1
24332,"when was the attendance less than 44,851 during the first 4 weeks of the season",0,2
24333,on week 13 what was the score of the game,0,1
24334,"what week had 58,025 in attendance",4,1
24335,"when was the game that had 58,025 people in attendance",0,1
24336,what is the lowest number of drawn games for team mackenzie where the played is less and 11 and the points are greater than 7,2,3
24337,what number of points are shown for team paulistano where the drawn is less than 2 and the against is less than 15,3,3
24338,what is the lowest lost for team ypiranga-sp where the games played is more than 10 and the goals against is greater than 50,2,3
24339,what is the highest number of played games with a position smaller than 2 and drawn games less than 4,1,2
24340,"what is the average number of runner-up that national university, which has more than 2 total championships, has",5,2
24341,what is the lowest number of total championships of the university with 2 men's and more than 2 women's,2,2
24342,how many runner-ups does the university with more than 0 men's and less than 4 total championships have,0,2
24343,"what is the average total championships of the university with more than 0 women's, less than 4 runner-ups, and less than 0 men's",5,3
24344,"what is the lowest number of total championships of the university of santo tomas, which has less than 2 men's",2,2
24345,who was on the progressive ticket when john t. norton was on the democratic ticket,0,1
24346,what name is under the socialist ticket when thomas j. kreuzer was on the democratic ticket,0,1
24347,who ran under the republican ticket when frank h. hiscock ran under the progressive ticket,0,1
24348,what name ran for the prohibition ticket when the progressive ticket was eugene m. travis,0,1
24349,when coleridge a. hart ran under the prohibition ticket who ran under the independence league ticket,0,1
24350,with the republican ticket of frank m. williams who was the progressive ticket,0,1
24351,what kind of prohibition ticket that has a office of lieutenant governor,0,1
24352,which socialist labor ticket has a office of secretary of state,0,1
24353,what kind of independent citizens' ticket that has a republican ticket of william j. morgan,0,1
24354,what kind of republican ticket has a prohibition ticket of stephen mead wing,0,1
24355,what is the kind of democratic ticket has a office of comptroller,0,1
24356,which prohibition ticket has a socialist labor ticket of joseph smith,0,1
24357,what is the lowest grid number when colin edwards is the rider,2,1
24358,what is the time/retired when there are less than 22 laps and honda is the manufacturer,0,2
24359,what is the average number of laps when the grid number is 9,5,1
24360,what is the highest number of laps when honda is the manufacturer and the grid number is 12,1,2
24361,who is the rider when the grid number is 3,0,1
24362,how many laps were driven when the time/retired is +44.284,3,1
24363,what is the value of the coin weighing 10.5 g and made of cupronickel,0,2
24364,what is the coin with a € equivalency of 0.30 made of,0,1
24365,what is the coin that weighs 3 g made of,0,1
24366,what is the diameter of the coin with a € equivalence of 0.60,0,1
24367,how much does the coin with a 14mm diameter weigh,0,1
24368,what is the coverage for the 99.5mhz frequency,0,1
24369,what is the power in kw corresponding to the station that covers general santos,0,1
24370,what is the branding for the station with a frequency of 93.1mhz and a coverage of zamboanga,0,2
24371,what is the frequency for the 10kw station with dxez as its callsign,0,2
24372,what is the frequency for the station with dybt as its callsign,0,1
24373,what is the branding for the station with a frequency of 93.1mhz and a callsign of dwrx,0,2
24374,"what is women's doubles, when year is 2007",0,1
24375,"can you tell me lowest rank that has the capacity in use of 93.6%, and the total passengers larger than 4,679,457",2,2
24376,"can you tell me the lowest total passengers than has the location of salvador, and the rank larger than 5",2,2
24377,can you tell me the annual change that has the location of manaus,0,1
24378,what is the average number of cuts made when there were more than 2 tournaments played in 2011,5,2
24379,what is the total number of wins with 10 cuts made and a score average under 74.09,3,2
24380,what is madeleine dupont's shot pct.,0,1
24381,can you tell me the score that has the high assists of rafer alston (8),0,1
24382,can you tell me the high points that has the high rebounds of rafer alston (9),0,1
24383,can you tell me the score that has the date of april 8,0,1
24384,which boys' school wears royal blue and gold and entered the competition in 1929,0,3
24385,what's the highest attendance for a game the texan's played at arrowhead stadium,1,1
24386,who did the texan's play on week 4,0,1
24387,what's the date for hof week,0,1
24388,"what is total, when fa cup is 1 0 (3)",0,1
24389,what is the lowest number of delegates when john mccain was the candidate with less than 45 candidates,2,2
24390,"what is the sum of counties when there were 701,761 votes and less than 57 delegates",4,2
24391,what is the highest counties when mitt romney was the candidate with less than 0 delegates,1,2
24392,"what is the name of the candidate with more than 4,060 votes and more than 0 delegates",0,2
24393,what is the number of votes when ron paul is the candidate with less than 0 counties,3,2
24394,what is the sum of totals associated with a uefa cup score of 4,4,1
24395,what is the sum of totals for fa cup values of 0,4,1
24396,"what is the hometown of the person with a height of 5'8""",0,1
24397,"what is the average weight of the person who is 6'9""",5,1
24398,what is the hometown of tim williams,0,1
24399,"what is the year of the person who is 6'1"", and weighs more than 165",0,2
24400,"what player has a rating greater than 2746, with a prev less than 4, and +4 as the chng",0,3
24401,"what chng has a rank greater than 6, with 12 as a prev",0,2
24402,"what is the highest prev that has 9 as the rank, with a rating less than 2746",1,2
24403,"how many blocks have a weight greater than 82, and a height less than 199",4,2
24404,"what is the lowest block that has 328 as the spike, and a height less than 186",2,2
24405,"what is the lowest block that has a height less than 202, 19.06.1980 as the date of birth, and a weight greater than 76",2,3
24406,"what is the highest block that has 15.09.1981 as the date, and a height greater than 202",1,2
24407,which city has a stadium of estadio san cristóbal,0,1
24408,"when in 2009 season has a group of group b, and cancha del mystic with a club of el tecal",0,3
24409,which club has a city of colón,0,1
24410,"what kind of 2009 season has a city of panama city, and a group of group b",0,2
24411,which city has a club of suntracs f.c.,0,1
24412,"which stadium has a city of panama city, and a group of group a, and a 2009 season of 1st in lna (champion)",0,3
24413,"what is the highest matches, when prize money is £5,000",1,1
24414,"what is date, when matches is less than 32, and when round is fifth round proper",0,2
24415,"what is the average matches, when round is third qualifying round",5,1
24416,"what is the total number of matches, when clubs is 588 → 406",3,1
24417,"what is prize money, when matches is less than 73, and when round is third round proper",0,2
24418,"for the tournament played on a hard surface and ending with a score of walkover, who was the finals opponent",0,2
24419,"for the tournament played on september 25, 1995, who was the finals opponent",0,1
24420,"which tournament was played on september 25, 1995",0,1
24421,"what was the time for the bout against amanda lavoy, which went under 3 rounds",0,2
24422,"what is notes, when app(l/c/e) is 13 (7/2/4)",0,1
24423,"what is nat., when ends is greater than 2010, when since is 2006, and when name is paligeorgos",0,3
24424,"what is the lowest since, when notes is to anagennisi karditsa, and when app(l/c/e) is 0 (0/0/0)",2,2
24425,what is the time/retired of the newman-haas racing team in under 51 laps,0,2
24426,what are the lowest laps alex tagliani did for the forsythe racing team,2,2
24427,what is the event when dnp shows for 2007–08,0,1
24428,what is the 2008–09 when the 2009–10 shows q,0,1
24429,"what is the 2009–10 when the 2007–08 shows n/a, and an event of colonial square ladies classic",0,2
24430,what is the event when the 2008–09 is sf,0,1
24431,what is the 2010–11 when the event is colonial square ladies classic,0,1
24432,what is the 2007–08 when the event was autumn gold,0,1
24433,"which cultural and educational panel has a labour panel larger than 5, and an industrial and commercial panel larger than 9",3,2
